"SbjNum","Nquest","Data_ENTREVISTA","MUN","UF","REG","T_ZONA","T_RESID","D02","T_D01A_1","T_D01A_2","T_D01A_3","D01A_IDADE","D01A_FX_ID","D03","D06","D06a","D08","D07a","Q01","Q02a","Q02b","Q02c","Q02d","Q02e","Q02f","Q02g","Q03","Q04a","Q04b","Q04c","Q04d","Q05a","Q05b","Q05c","Q06","Q07a","Q07b","Q07c","Q07d","Q07e","Q07f","Q07g","Q07h","Q07i","Q07j","Q07l","Q07m","Q07n","Q07o","Q08","Q08b","Q09","Q10P1a","Q10P1b","Q10P2a","Q10P2b","Q10G1","Q10G2","Q10CD","Q10AL","Q10AL_DF","Q10S","Q11a","Q11b","Q11c","Q12","Q13","Q14A","Q14A2","Q14B","Q14B_agregada","Q14B2","Q14B2_agregada","Q14G1","Q14G1_agregada","Q14G2","Q14G2_agregada","Q14S1","Q14S1_agregada","Q14S2","Q14S2_agregada","Q14CD","Q14CD_agregada","Q14AL","Q14AL_agregada","Q14AL_DF","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q16_9","Q16_10","Q16_11","Q16_12","Q16_13","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q17_8","Q17_9","Q17_10","Q17_11","Q17_12","Q17_13","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q18_13","Q19","Q22","Q23a","Q23b","Q23c","Q23d","Q24","Q25a","Q25b","Q26a","Q26b","Q27a","Q27b","Q27c","Q27d","Q28_codigos_desagregados","Q28_codigos_agregados1","Q29","Q30a","Q30b","Q30c","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q31_10","Q31_11","Q31_12","Q31_13","Q31_14","Q32","D04","D05","D09_RENDAF","D09a_FX_RENDAF","D09a_RENDAF","D11","D10","D10a","D12_COR","D12a","D20","ID_entrevistador","sexo_entrevistador","peso"
"177249203",568.0,"11/23/2022",3101805,31,1,2,2,2,4.0,6.0,1970.0,52.0,5,8,4,1,3,3,1,0,0,0,0,0,1,,2,1,1,5,2,1,2,5,3,4,4,4,2,4,4,4,4,4,4,2,4,4,4,1,2,2,1,4,1,1,50,,50,50,,50,1,,,4,5,1,1,9,1,2,1,50,4,50,4,50,4,50,4,50,4,50,4,,2,0,10,0,96,0,0,0,0,0,96,96,96,96,0,10,0,0,0,0,0,0,0,0,0,0,0,97,10,97,96,0,97,97,0,0,0,96,96,96,10,5,2,2,,,3,5,5,3,4,4,3,3,2,40,40,2,1,1,1,1,2,2,1,2,2,2,1,3,1,1,3,2,1,1,2,2,3000,3,,3,5,19,2,3,2.0,112.0,2,1.03659369420279
"177249204",569.0,"11/23/2022",3101805,31,1,2,2,2,16.0,9.0,1969.0,53.0,5,5,15,,,,2,0,2,0,0,1,5,,2,1,1,4,1,5,5,5,9,2,2,1,1,2,2,2,2,2,2,3,2,2,2,5,4,5,1,6,1,2,31010,,232,97,,97,1,,,2,1,1,1,9,1,2,1,31008,1,31001,1,31012,1,97,3,97,3,97,3,,5,97,2,1,3,7,2,3,3,4,97,2,3,1,0,0,96,96,8,8,5,6,96,3,96,96,10,97,97,97,96,2,96,96,96,1,1,96,97,96,1,2,2,1,4,3,3,5,1,3,4,2,1,4,1,40,40,1,1,1,1,1,1,2,1,2,1,2,3,1,1,2,1,2,2,2,1,2,3600,3,,2,3,,2,3,4.0,112.0,2,2.05479215290361
"177249205",570.0,"11/23/2022",3101805,31,1,2,1,2,13.0,8.0,1981.0,41.0,4,7,3,1,6,3,2,0,7,0,0,0,0,,2,97,1,5,2,4,5,97,97,3,3,3,1,3,1,2,3,1,3,3,3,2,3,4,4,4,1,6,1,2,31004,,97,97,,31001,1,,,2,3,1,1,5,1,1,1,31008,1,31001,1,97,3,97,3,97,3,97,3,,5,96,96,96,97,10,96,96,3,2,96,96,96,96,7,0,96,96,10,7,96,96,96,6,96,96,8,6,6,96,6,10,6,96,6,6,96,5,5,96,95,4,2,2,,,2,5,5,3,2,2,2,4,2,98,98,1,2,2,97,1,2,1,1,2,2,1,2,97,1,2,1,1,97,1,4,2,600,1,,2,5,1,5,4,4.0,112.0,2,0.259627542402016
"177249878",571.0,"11/23/2022",2927408,29,2,1,1,2,30.0,9.0,1962.0,60.0,6,3,13,,,,4,7,7,5,0,0,0,,4,2,2,2,3,97,97,97,9,4,2,1,1,4,1,4,2,1,2,2,3,2,2,5,4,5,1,6,1,2,29001,29001,97,97,,29001,1,,,2,2,1,1,5,1,1,1,29006,1,,,29001,1,29007,1,97,3,97,3,,5,96,96,96,96,9,96,96,96,0,0,0,0,3,5,0,0,0,9,5,0,0,0,0,0,0,6,95,1,0,4,0,95,95,5,4,95,95,95,4,2,5,2,2,,,3,5,5,4,4,5,5,5,2,15,5,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,6,2,2600,3,,2,5,1,9,1,2.0,114.0,2,1.13982913104993
"177249879",572.0,"11/23/2022",2927408,29,2,1,1,1,21.0,5.0,1957.0,65.0,7,3,13,,,,4,7,7,5,0,0,0,,3,2,3,3,4,2,3,97,7,3,2,2,2,4,2,97,2,2,2,2,4,2,1,4,3,5,1,6,1,2,29003,29002,97,97,,29003,1,,,3,2,1,1,3,1,1,1,29006,1,,,97,3,97,3,97,3,97,3,,4,96,5,96,96,8,0,0,3,5,96,96,96,3,7,0,0,0,10,7,0,0,0,6,0,0,8,95,95,5,95,2,95,95,95,95,95,95,95,5,2,4,2,2,,,2,5,5,97,4,4,4,4,1,15,5,1,1,1,1,1,2,2,1,97,1,2,1,1,1,97,1,1,1,1,1,2,1300,2,,5,3,,8,2,3.0,114.0,2,0.983219699178807
"177249880",573.0,"11/23/2022",2927408,29,2,1,1,2,20.0,11.0,1980.0,42.0,4,3,15,,,,4,7,5,0,0,0,0,,5,2,2,2,3,2,2,2,8,4,1,1,1,4,2,3,3,2,3,2,4,1,1,5,4,5,1,6,1,2,29003,29002,97,97,,97,1,,,3,2,1,1,6,1,1,1,29003,1,,,29002,1,29005,1,97,3,97,3,,5,96,2,2,96,8,96,96,96,96,96,96,96,96,4,0,2,2,10,7,0,96,96,8,96,96,7,4,4,4,4,0,5,5,5,5,96,96,96,95,1,5,2,2,,,3,5,5,4,4,4,4,4,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1250,2,,2,3,,2,3,4.0,114.0,2,1.54546662925548
"177252227",574.0,"11/23/2022",2611606,26,2,1,1,1,28.0,4.0,1989.0,33.0,3,6,4,2,5,3,1,3,0,1,1,7,7,3,2,1,2,5,2,5,1,2,0,3,2,2,1,4,4,2,4,4,1,1,1,1,1,2,2,2,1,4,1,1,26010,26002,97,97,,26006,2,,,2,4,1,1,9,1,2,1,26001,1,,,26008,1,26010,1,97,3,97,3,,5,0,8,4,3,0,0,0,0,0,2,2,2,0,0,8,3,0,0,0,0,2,0,0,8,0,0,0,10,5,3,0,0,0,0,0,5,5,6,3,10,5,2,2,,,2,5,5,3,4,2,5,3,1,4,4,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,7000,5,,6,6,,8,2,2.0,151.0,2,1.80182349512009
"177252228",575.0,"11/23/2022",2611606,26,2,1,1,2,28.0,7.0,1991.0,31.0,3,6,2,1,2,3,1,7,7,7,0,7,7,3,1,4,2,2,1,2,2,2,10,1,1,3,1,1,3,1,4,4,3,1,1,1,1,1,1,2,1,4,1,1,26010,26002,97,97,,97,3,,,3,5,1,1,97,3,2,1,97,3,,,26008,1,26008,1,97,3,97,3,,1,1,10,96,1,1,10,1,1,1,1,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,10,0,10,0,0,0,0,0,6,2,2,2,,,1,4,5,3,3,5,5,1,1,12,12,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,7000,5,,6,6,,9,1,2.0,151.0,2,1.26833785322748
"177252229",576.0,"11/23/2022",2611606,26,2,1,1,2,11.0,4.0,1962.0,60.0,6,7,4,2,5,3,1,1,7,0,0,3,3,,2,2,2,5,2,2,1,2,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,2,4,1,4,1,1,26010,26002,97,97,,97,4,,,4,5,1,1,9,1,2,1,26005,1,,,97,3,97,3,191,2,97,3,,5,96,96,96,96,8,96,96,96,3,96,96,96,96,0,9,96,96,6,2,96,96,96,3,96,96,96,96,10,96,96,0,96,96,96,0,96,96,96,96,10,5,2,2,,,2,5,5,4,4,5,5,4,1,40,40,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,4000,4,,1,5,14,7,2,3.0,151.0,2,1.10950985846921
"177266827",577.0,"11/23/2022",2304400,23,2,1,1,2,20.0,12.0,2003.0,18.0,2,7,3,2,3,3,3,0,0,0,3,7,7,1,4,2,1,2,1,4,3,3,6,2,3,2,1,2,1,2,2,2,2,1,3,1,2,5,4,5,1,6,1,2,23004,,97,97,,23001,2,,,3,5,3,3,,,,,,,,,,,,,,,,,,5,97,96,96,96,10,96,97,96,96,96,96,96,96,5,0,96,96,10,96,96,96,96,2,96,96,3,96,96,96,96,96,96,97,97,97,97,97,97,97,96,4,2,2,,,2,5,5,4,3,4,4,97,1,97,97,97,98,98,98,97,1,1,97,97,2,1,97,97,1,97,1,1,97,1,97,2,999997,97,99,6,96,,2,3,6.0,125.0,2,1.74992596316816
"177266828",578.0,"11/23/2022",2304400,23,2,1,1,2,10.0,5.0,1987.0,35.0,4,7,15,,,,3,0,0,0,0,0,0,,3,2,97,97,2,4,97,97,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,97,1,2,97,,97,98,,97,3,,,97,1,1,1,97,3,97,3,97,3,,,97,3,97,3,97,3,97,3,,5,96,96,96,96,10,96,96,96,96,96,96,96,96,10,10,96,10,10,0,96,96,96,98,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2,2,2,,,2,1,1,3,4,4,3,2,2,97,97,2,97,97,97,1,2,2,1,1,1,2,97,1,1,1,1,1,1,1,3,2,600,1,,1,5,998,8,2,2.0,125.0,2,0.702829012337601
"177266829",579.0,"11/23/2022",2304400,23,2,1,1,1,8.0,3.0,1994.0,28.0,3,6,4,1,5,3,1,1,1,7,0,3,7,2,3,4,1,5,1,5,5,1,10,1,1,1,1,3,1,4,4,3,4,4,1,1,1,5,3,3,7,,7,,,,,,,,,,3,3,1,5,5,,,,,,,,,,,,,,,,,,5,4,3,4,8,8,4,3,5,6,3,1,1,1,8,0,96,96,10,8,96,5,5,10,5,96,8,10,0,0,7,10,5,5,5,8,0,2,2,2,10,1,2,2,,,2,5,5,4,4,2,4,2,2,,,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,3,2,2500,3,,2,5,19,8,2,1.0,125.0,2,1.03649409839712
"177266830",580.0,"11/23/2022",2304400,23,2,1,1,2,20.0,5.0,1983.0,39.0,4,3,15,,,,3,2,7,0,0,2,0,,3,3,3,3,2,3,3,3,0,3,1,1,3,3,3,3,1,3,3,3,4,3,4,5,4,3,1,6,1,2,23001,,97,97,,23001,1,,,3,5,1,1,97,3,97,3,97,3,,,97,3,70,5,97,3,97,3,,5,9,8,5,9,8,5,5,5,5,5,5,5,5,5,3,96,96,10,96,96,96,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,96,5,2,2,,,3,3,4,3,3,3,3,2,2,97,97,2,97,97,97,1,1,2,3,2,2,2,1,2,1,97,1,1,1,2,2,2,1212,1,,3,3,,5,2,4.0,125.0,2,1.22475329007692
"177266831",581.0,"11/23/2022",2304400,23,2,1,1,2,28.0,11.0,1997.0,24.0,2,7,4,1,2,3,3,5,6,0,2,7,7,2,2,2,2,3,2,5,2,2,1,2,2,2,1,2,2,4,2,2,3,1,2,2,2,2,2,2,1,4,1,1,50,,50,50,,50,3,,,3,5,1,1,9,1,2,1,23003,1,,,23002,1,97,3,97,3,97,3,,5,5,0,96,96,0,9,9,8,4,4,1,2,2,5,6,96,96,3,96,96,96,96,3,96,96,96,3,95,96,96,0,7,7,6,97,96,96,96,96,7,5,2,2,,,2,5,3,3,4,2,2,2,1,12,12,1,1,1,2,1,98,98,2,2,2,2,2,2,1,1,1,1,3,1,1,2,1200,1,,1,5,1,8,2,2.0,125.0,2,0.842058346536544
"177268415",582.0,"11/24/2022",2311801,23,2,1,1,1,1.0,9.0,1967.0,55.0,6,2,4,2,5,1,2,0,0,0,0,5,0,,2,5,97,97,2,97,98,98,8,3,4,3,3,2,3,4,1,4,4,3,3,3,3,5,4,5,1,6,1,2,23003,,417,97,,23001,2,,,2,1,1,1,98,777,1,1,23002,1,,,97,3,98,777,97,3,97,3,,5,0,0,0,0,10,0,96,96,96,96,96,96,96,0,0,96,96,10,10,96,96,96,96,96,96,10,96,96,96,96,97,96,96,96,96,96,96,96,96,95,2,1,,4,1,3,3,5,97,3,2,3,2,1,97,97,2,97,97,97,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1250,2,,1,3,,2,3,3.0,125.0,2,1.22462936990918
"177273764",583.0,"11/24/2022",2311801,23,2,1,1,2,28.0,2.0,1968.0,54.0,5,1,4,2,5,1,3,0,0,1,0,0,0,,3,3,3,3,2,5,2,2,10,2,2,2,2,3,3,4,1,4,2,2,2,2,2,2,2,2,1,6,1,2,97,,97,97,,97,2,,,2,1,1,1,9,1,2,1,97,3,,,97,3,97,3,97,3,97,3,,5,10,1,96,96,10,96,96,96,96,96,96,96,96,5,0,96,96,10,96,96,96,96,5,96,96,5,97,97,97,97,97,97,97,97,97,97,97,97,97,10,3,2,2,,,1,5,5,3,3,1,1,1,2,98,98,2,97,97,97,2,2,2,2,2,2,2,2,2,1,97,1,1,1,2,1,2,450,1,,3,3,,2,3,3.0,125.0,2,1.46223685745717
"177275941",584.0,"11/24/2022",2204659,22,2,1,1,1,4.0,8.0,1967.0,55.0,6,7,4,3,5,1,4,0,0,0,0,0,0,,5,1,2,1,1,5,1,1,10,1,4,1,1,4,1,4,1,4,1,1,1,1,4,5,4,5,1,6,1,60,97,,97,97,,97,3,,,4,1,1,1,97,3,2,1,97,3,,,60,4,60,4,60,4,60,4,,1,96,0,0,0,0,0,0,0,0,0,0,0,0,5,2,96,96,8,96,96,96,96,96,96,96,96,95,95,95,95,95,95,95,95,95,95,95,95,95,95,2,97,2,,,3,4,4,3,4,4,4,1,2,21,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,4800,4,,2,3,,8,2,4.0,149.0,1,0.917193972530432
"177278678",585.0,"11/24/2022",2705705,27,2,1,1,1,4.0,4.0,1996.0,26.0,3,5,4,1,3,3,3,0,3,0,5,7,7,2,5,1,4,4,1,5,4,1,7,4,3,3,97,4,4,4,2,2,2,1,2,2,2,2,2,2,1,4,1,1,27004,27002,135,213,,27001,2,,,3,3,1,1,5,1,1,1,97,3,,,97,3,97,3,114,1,142,1,,5,96,6,96,96,3,3,96,96,96,96,96,96,96,0,6,96,2,2,96,96,96,96,96,96,96,2,96,9,96,96,0,96,96,96,96,96,96,96,96,10,4,2,2,,,2,5,5,3,4,4,2,4,2,9,1,1,1,1,1,1,3,2,2,1,2,2,2,1,1,2,1,1,1,1,3,2,2500,3,,5,3,,7,1,3.0,147.0,2,1.06481808926365
"177280030",586.0,"11/24/2022",2311801,23,2,1,1,1,1.0,5.0,1974.0,48.0,5,7,4,1,5,1,1,0,0,0,0,0,7,1,1,5,5,4,5,2,2,1,0,1,1,4,4,4,4,2,2,2,4,1,1,1,1,1,1,2,1,4,1,1,23001,,417,60,,50,1,,,4,5,1,1,9,1,2,1,60,4,,,97,3,97,3,97,3,97,3,,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,10,0,0,0,10,10,10,0,0,0,0,0,0,10,10,0,10,5,2,2,,,3,5,5,4,3,4,4,3,1,21,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2240,2,,6,3,,2,3,5.0,125.0,2,0.702757900310543
"177281585",587.0,"11/24/2022",2204659,22,2,1,1,1,20.0,4.0,1953.0,69.0,7,3,14,,,,1,0,7,2,2,0,0,,97,1,1,1,97,1,97,97,10,4,4,3,1,4,1,4,97,3,3,1,3,3,3,5,1,5,1,6,1,2,22008,,97,97,,22004,2,,,3,1,5,5,,,,,,,,,,,,,,,,,,97,8,0,0,0,10,0,96,8,0,0,0,0,8,96,0,0,96,10,8,96,96,96,96,96,96,97,95,95,95,95,95,96,95,95,95,95,95,95,95,95,2,1,,4,1,2,2,1,4,4,97,97,97,2,4,4,1,2,2,2,1,2,2,1,1,2,1,2,97,1,2,1,1,1,1,1,2,4000,4,,5,97,,97,97,3.0,149.0,1,0.701026485412574
"177282962",588.0,"11/24/2022",3170206,31,1,1,1,1,26.0,6.0,1959.0,63.0,6,8,11,,,,4,0,2,0,0,0,0,,4,1,1,5,1,5,5,5,9,1,4,1,1,2,3,3,1,1,3,1,1,1,1,5,2,2,1,6,1,2,50,,50,50,,50,2,,,2,1,97,97,,,,,,,,,,,,,,,,,,5,96,96,96,96,8,96,96,96,96,96,96,96,96,5,1,96,96,10,96,96,96,96,96,96,96,96,96,96,96,96,0,97,97,5,96,96,96,96,5,0,97,1,,4,2,2,5,5,97,3,4,4,4,1,8,7,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,4,2,600,1,,3,5,19,2,3,3.0,110.0,2,0.534054958591001
"177283722",589.0,"11/24/2022",2705705,27,2,1,1,1,7.0,10.0,1980.0,42.0,4,8,4,1,5,3,1,3,7,7,7,5,7,3,1,1,1,5,5,5,1,3,8,3,3,1,1,3,2,4,1,4,3,3,1,3,1,5,4,5,1,6,1,2,27004,27001,97,213,,27003,2,,,3,1,1,1,5,1,1,1,27005,1,,,27006,1,27007,1,97,3,97,3,,5,4,0,3,4,7,5,5,4,6,5,4,3,5,7,0,3,2,10,5,3,3,7,7,5,3,6,7,10,7,5,0,6,6,6,2,4,6,7,7,0,4,2,2,,,2,5,5,4,3,5,5,3,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,3500,3,,2,3,,2,3,3.0,147.0,2,1.0753595907219
"177283868",590.0,"11/24/2022",2311801,23,2,1,1,1,7.0,11.0,1997.0,25.0,3,7,4,1,2,3,1,2,7,7,7,7,7,2,1,1,5,5,5,5,1,1,4,1,1,4,1,4,1,4,2,4,1,4,3,4,1,5,4,5,1,6,1,2,23003,,176,153,,97,1,,,3,1,1,1,5,1,1,1,23002,1,,,23002,1,23006,1,97,3,97,3,,5,10,0,3,5,10,8,3,5,9,2,3,2,2,10,0,3,96,10,10,4,2,1,10,2,96,96,8,0,0,8,8,5,8,2,10,96,2,1,1,10,4,1,,4,3,2,5,5,3,3,4,4,5,1,4,4,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,3,2,2200,2,,4,10,,9,1,4.0,125.0,2,0.371030843435607
"177284154",591.0,"11/24/2022",4113700,41,5,1,1,1,22.0,12.0,1958.0,63.0,6,3,6,1,3,3,2,1,7,7,0,7,7,2,1,1,3,2,1,1,1,1,10,3,1,3,1,3,2,3,3,1,1,1,3,3,3,1,1,1,1,4,1,1,41002,,151,97,,41007,2,,,4,5,1,1,9,1,2,1,41009,1,,,97,3,97,3,146,2,97,3,,5,96,10,3,3,0,4,96,4,3,96,96,96,5,0,10,5,10,0,0,96,96,96,0,3,96,0,5,10,5,5,0,6,6,6,4,96,96,96,5,8,4,1,,24,1,3,1,5,2,4,1,4,5,2,11,11,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,1,3,2,3800,4,,2,5,73,2,3,2.0,140.0,1,1.4397675230985
"177284335",592.0,"11/24/2022",2204659,22,2,1,1,1,12.0,12.0,1997.0,24.0,2,5,4,1,5,3,4,0,4,0,0,0,7,2,5,2,3,1,1,2,2,1,8,1,1,2,1,3,1,3,1,1,1,1,1,1,1,2,3,4,1,6,1,2,22006,,178,229,,22006,1,,,1,1,1,1,5,1,1,1,22010,1,,,97,3,97,3,97,3,162,1,,5,96,5,96,5,8,7,96,5,5,8,8,5,8,10,7,96,96,10,8,96,96,96,8,96,96,8,95,5,95,95,5,95,95,95,8,6,95,10,10,5,1,2,2,,,1,5,5,3,3,4,5,3,1,97,97,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,3600,3,,5,3,,8,2,3.0,149.0,1,2.02392556369596
"177285073",593.0,"11/24/2022",3503208,35,1,1,1,2,11.0,9.0,1994.0,28.0,3,9,4,1,2,3,2,0,2,2,2,2,0,,1,1,5,5,5,5,5,5,8,3,3,3,1,3,3,3,4,4,4,3,3,2,1,4,3,4,1,98,1,50,98,98,97,97,,97,3,,,3,1,1,1,97,3,97,3,97,3,97,3,97,3,97,3,97,3,97,3,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,10,97,97,0,97,97,97,97,97,97,97,97,96,1,2,2,,,2,5,5,4,4,4,3,3,1,7,7,1,2,2,2,2,1,1,2,2,1,3,2,1,2,2,1,1,2,2,3,2,5000,4,,6,97,,8,2,2.0,118.0,1,0.928331713677541
"177285596",594.0,"11/24/2022",3170206,31,1,1,1,2,13.0,12.0,1964.0,57.0,6,5,15,,,,4,0,0,0,7,7,7,1,2,2,5,5,4,4,5,1,8,4,1,3,1,4,3,3,1,3,1,1,1,1,4,1,1,1,1,4,1,1,31010,,50,50,,50,1,,,3,4,1,1,9,1,2,1,31008,1,31001,1,50,4,50,4,50,4,50,4,,5,96,8,1,1,0,5,5,5,0,1,1,96,3,0,10,96,96,0,0,0,96,0,1,96,96,0,8,10,97,8,0,2,5,5,1,96,96,96,7,10,5,2,2,,,3,5,2,3,1,5,5,3,2,4,4,2,1,1,1,2,1,1,3,2,1,2,3,1,1,1,2,2,1,2,1,2,3500,3,,5,3,,8,3,2.0,110.0,2,2.05479215290361
"177285900",595.0,"11/24/2022",2311801,23,2,1,1,1,16.0,7.0,1999.0,23.0,2,8,12,,,,1,0,7,3,7,7,7,2,2,1,3,4,4,5,3,3,8,3,3,1,1,3,2,4,1,3,3,2,1,1,1,3,3,2,1,1,1,98,23001,,166,163,,23003,1,,,3,2,1,1,3,1,1,1,23002,1,,,23002,1,97,3,120,1,,,,5,10,2,3,2,2,4,6,2,4,5,3,5,3,10,3,3,3,4,3,3,5,4,5,7,3,7,3,8,7,7,1,3,5,6,0,5,6,6,6,4,2,1,,3,2,2,5,5,3,3,4,3,4,2,7,7,2,2,2,1,3,1,1,3,2,1,3,2,1,3,2,1,3,3,1,3,2,2224,2,,3,3,,8,2,3.0,125.0,2,0.619967220116526
"177287318",596.0,"11/24/2022",3503208,35,1,1,1,2,26.0,1.0,1980.0,42.0,4,5,4,1,2,3,1,0,0,0,1,7,7,2,1,5,5,5,4,5,5,98,0,4,1,3,2,4,3,3,2,3,4,1,3,2,3,1,1,1,4,,4,,,,,,,,,,4,4,5,4,4,,,,,,,,,,,,,,,,,,1,1,10,5,96,0,0,1,0,0,0,8,4,4,1,10,0,8,0,0,96,96,0,0,10,96,0,97,10,4,97,0,97,97,0,0,97,10,4,4,10,5,2,2,,,3,5,5,3,4,4,3,4,1,40,40,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,3,2,999997,97,4,1,3,,8,2,4.0,118.0,1,1.7210709994476
"177288157",597.0,"11/24/2022",2311801,23,2,1,1,2,29.0,6.0,1940.0,82.0,7,3,13,,,,3,0,0,0,0,0,0,,5,97,97,97,97,97,97,5,97,97,97,2,97,4,4,4,1,4,4,4,4,3,97,5,4,5,2,,2,,,,,,,,,,3,97,97,97,98,,,,,,,,,,,,,,,,,,5,96,96,96,96,10,96,96,96,96,96,96,96,96,1,0,96,96,10,96,96,96,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,96,5,2,2,,,97,97,5,4,97,3,97,97,2,97,97,97,97,97,97,1,2,2,97,2,3,2,2,1,1,97,1,1,2,2,6,2,1212,1,,3,3,,2,3,1.0,125.0,2,1.48140785872869
"177288572",598.0,"11/24/2022",4113700,41,5,1,1,2,14.0,2.0,1955.0,67.0,7,8,13,,,,3,0,7,5,2,3,7,2,2,1,1,5,4,4,4,2,8,2,2,2,1,3,2,3,1,2,1,1,1,1,2,3,3,2,1,8,1,1,41002,,463,97,,41010,2,,,3,3,1,1,1,1,2,1,41009,1,,,41010,1,41003,1,115,1,97,3,,5,5,6,5,5,1,5,5,5,0,96,96,96,6,5,5,7,5,0,5,96,5,0,2,96,96,7,95,10,7,8,0,2,95,6,0,95,7,95,5,7,4,2,2,,,2,5,5,3,3,2,4,4,2,13,13,1,2,97,2,3,1,1,2,3,1,3,2,3,1,2,1,1,3,2,1,2,6500,5,,2,3,,5,2,3.0,140.0,1,1.19475948709384
"177288573",599.0,"11/24/2022",4113700,41,5,1,1,2,24.0,3.0,1978.0,44.0,4,3,2,2,2,3,3,0,2,0,0,0,0,,2,2,4,2,2,5,97,1,5,3,2,3,1,3,2,2,3,3,3,3,3,3,3,2,3,3,1,4,1,1,41002,,484,97,,41010,4,,,97,1,1,1,9,1,2,1,41009,1,,,97,3,97,3,97,3,97,3,,5,96,96,96,96,0,96,96,96,96,96,5,96,96,0,8,5,96,5,96,96,96,96,96,96,96,96,96,95,95,95,0,95,95,95,95,95,95,95,95,8,3,2,2,,,3,5,5,4,3,2,3,3,1,97,97,1,2,2,2,1,3,3,97,1,1,2,3,2,1,97,1,1,1,2,1,2,6000,4,,6,3,,8,2,6.0,140.0,1,1.42127919688187
"177288858",600.0,"11/24/2022",3550308,35,1,1,1,2,11.0,8.0,1943.0,79.0,7,3,15,,,,4,0,3,0,0,0,0,,5,97,97,5,5,97,97,4,3,97,2,2,1,97,3,97,1,97,2,2,2,2,97,2,2,5,2,,2,,,,,,,,,,1,3,3,2,2,,,,,,,,,,,,,,,,,,2,96,96,96,96,0,96,96,96,96,96,96,96,96,96,9,96,96,0,0,96,96,96,96,96,96,96,95,95,95,95,95,95,95,95,95,95,95,95,95,10,4,2,2,,,3,3,5,97,4,2,4,5,2,97,97,1,1,1,1,1,2,2,97,2,1,2,1,2,1,97,2,2,1,2,1,2,1800,2,,5,3,,5,2,2.0,117.0,2,1.00172226395002
"177289109",601.0,"11/24/2022",3170206,31,1,1,1,1,29.0,6.0,1978.0,44.0,4,9,17,,,,1,0,7,0,7,7,7,3,1,1,1,5,5,5,2,5,7,4,4,2,1,2,2,2,4,4,4,4,3,4,2,5,4,5,1,6,1,2,31004,,206,172,,31001,1,,,3,1,4,4,,,,,,,,,,,,,,,,,,5,8,0,0,0,8,96,96,0,9,0,0,0,5,3,0,96,0,9,6,96,96,10,7,0,96,9,4,10,10,8,4,3,3,6,0,96,10,8,6,0,2,2,1,23,2,2,5,5,4,4,5,5,5,1,30,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,3,2,3000,3,,6,96,,2,3,4.0,110.0,2,0.917566210136692
